"id","name","author","title","description","url","urlToImage","publishedAt","content"
NA,"Snopes.com","Associated Press","National Voting System Faces Test on Election Day","Early voting leading revealed a wide variety of concerns with voting and registration systems around the country — from machines that changed voter selections to registration forms tossed out because of clerical errors.","https://www.snopes.com/ap/2018/11/06/national-voting-system-faces-test-on-election-day/","https://www.snopes.com/tachyon/2018/11/AP18309809375562.jpg?fit=1024,658","2018-11-06T14:46:55Z","ATLANTA (AP) Federal and state officials have been working for nearly two years to shore up the nations election infrastructure from cyberattacks by Russians or others seeking to disrupt the voting process. It turns out that many of the problems are closer to… [+4669 chars]"
NA,"Snopes.com","Associated Press","Election Day to Test Democratic Resistance in Trump Era","With voters going to the polls Tuesday, nothing is certain.","https://www.snopes.com/ap/2018/11/06/election-day-to-test-democratic-resistance-in-trump-era/","https://www.snopes.com/tachyon/2018/11/AP18310481458981.jpg?fit=1024,641","2018-11-06T15:31:36Z","WASHINGTON (AP) A turbulent election season that tested President Donald Trumps slash-and-burn political style against the strength of the Democratic resistance comes to a close as Americans cast ballots in the first national election of the Trump era. With v… [+4762 chars]"
NA,"Metafilter.com","filthy light thief","After the elections, there are still all those signs...","After the political races are run, there's the need to deal with election litter (Wikipedia) and post-election clutter. Beyond being reused in the next election cycle (CTV), there are plenty (Tennessean reader ideas) of creative (HackALife) and different uses…","http://www.metafilter.com/177521/After-the-elections-there-are-still-all-those-signs","http://cdn.mefi.us/images/mefi/apple-touch-icon.png","2018-11-06T19:38:59Z","MetaFilter is a weblog that anyone can contribute a link or a comment to. A typical weblog is one person posting their thoughts on the unique things they find on the web. This website exists to break down the barriers between people, to extend a weblog beyond… [+60 chars]"
NA,"Infowars.com","David Knight","Roger Stone Predicts Election Results","Find out what could be in store for America's future.","https://www.infowars.com/roger-stone-predicts-election-results/","https://www.infowars.com/wp-content/uploads/2017/11/11-7-17-stone.jpg","2018-11-06T23:56:58Z",NA
NA,"Eonline.com","Mike Vulpo","Demi Lovato Breaks Social Media Silence to Vote on Election Day","Demi Lovato is making her voice heard on Election Day. As millions of Americans head to their neighborhood poll station, the music superstar returned to social media with an important...","https://www.eonline.com/news/984344/demi-lovato-breaks-social-media-silence-to-vote-on-election-day","https://akns-images.eonline.com/eol_images/Entire_Site/2018106/rs_600x600-181106124148-600-demi-lovato.cm.11618.jpg?fit=around|600:467&crop=600:467;center,top&output-quality=90","2018-11-06T21:17:00Z","Demi Lovato is making her voice heard on Election Day. As millions of Americans head to their neighborhood poll station, the music superstar returned to social media with an important message for her fans and followers. In her first post since leaving rehab, … [+435 chars]"
NA,"Photofocus.com","Kevin Ames","Today is Election Day. Please vote.","5 reasons to vote today Casting a vote is the duty of every citizen of the United States. Each vote counts. An uncast vote is in itself a vote for complacency. Casting a vote grants permission to comment and discuss the outcome and the performance of elected …","https://photofocus.com/2018/11/06/today-is-election-day-please-vote/","https://i2.wp.com/photofocus.com/wp-content/uploads/2018/11/Vote.jpg?fit=1920%2C1080&ssl=1","2018-11-06T13:30:20Z","Please Support Our Partners: Adobe Stock The marketplace where videographers and photographers make money with their video footage and still photographs. Become a contributor today! Illuminati Instruments Maker of the Illuminati meter that measures flash &amp… [+1622 chars]"
NA,"Wral.com","WRAL","Latest: Humidity causing problems with vote-counting machines - WRAL.com","WRAL.com Latest: Humidity causing problems with vote-counting machines WRAL.com By Matthew Burns, WRAL.com senior producer/politics editor. Raleigh, N.C. — Months of campaigning, weeks of negative ads on television and a record-breaking early voting period ha…","https://www.wral.com/nc-s-blue-moon-election-has-turned-red-hot/17972210/","https://wwwcache.wral.com/asset/news/state/nccapitol/2018/09/06/17824821/378066-laura6pm-DMID1-5g1jobxt8-1920x1080.jpg","2018-11-06T15:30:44Z","By Matthew Burns, WRAL.com senior producer/politics editor Raleigh, N.C. — Months of campaigning, weeks of negative ads on television and a record-breaking early voting period have come down to this: Election Day is here. Polls open across North Carolina at 6… [+4683 chars]"
NA,"Texastribune.org","Patrick Svitek","With more competitive races than usual, Texas saw deluge of outside spending - Texas Tribune","Texas Tribune With more competitive races than usual, Texas saw deluge of outside spending Texas Tribune An hotly contested U.S. Senate race and expanded congressional battlefield attracted a flood of super PAC spending to Texas in the general election. by Pa…","https://www.texastribune.org/2018/11/06/texas-elections-outside-spending/","https://thumbnails.texastribune.org/SuT1mRnZTUYD2XOhK4CQy2b9jcU=/1200x804/smart/filters:quality(95)/https://static.texastribune.org/media/images/2018/01/31/TT-campaign_finance.png","2018-11-06T06:01:00Z","As Texans prepare to cast the final votes in the 2018 general election, they will be doing so in the wake of a deluge of outside spending that is unusual for the state, driven by a hotly contested U.S. Senate race and expanded congressional battlefield. Those… [+6671 chars]"
"fox-news","Fox News","Alex Pappas","Trump says he feels GOP 'electricity' in election-eve rallies - Fox News","Fox News Trump says he feels GOP 'electricity' in election-eve rallies Fox News President Trump, appearing at election-eve rallies in Ohio, Indiana and Missouri, made the case for Republicans and said voters are energized heading into Tuesday's vote, and said…","https://www.foxnews.com/politics/trump-says-he-feels-gop-electricity-at-election-eve-rally-in-ohio","https://media2.foxnews.com/BrightCove/694940094001/2018/11/06/694940094001_5858025941001_5858023881001-vs.jpg","2018-11-06T04:59:47Z","President Trump, appearing at election-eve rallies in Ohio, Indiana and Missouri, made the case for Republicans and said voters are energized heading into Tuesday’s vote, and said he hasn’t felt such 'electricity' since he was elected president. ""Tomorrow, wi… [+6678 chars]"
"the-washington-post","The Washington Post",NA,"Broken machines, rejected ballots and long lines: voting problems emerge as Americans go to the polls. - Washington Post","Washington Post Broken machines, rejected ballots and long lines: voting problems emerge as Americans go to the polls. Washington Post Civil rights groups and election officials fielded thousands of reports of voting irregularities across the country Tuesday,…","https://www.washingtonpost.com/politics/broken-machines-rejected-ballots-and-long-lines-voting-problems-emerge-as-americans-go-to-the-polls/2018/11/06/ffd11e52-dfa8-11e8-b3f0-62607289efee_story.html","https://www.washingtonpost.com/resizer/0clGYHk42sUc_BgF7tT1iPnYWUI=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/366U7NXCC4I6RORQU7PNATMPVQ.jpg","2018-11-06T20:14:10Z","Civil rights groups and election officials fielded thousands of reports of voting irregularities across the country Tuesday, with voters complaining of broken machines, long lines and untrained poll workers improperly challenging Americans right to vote. The … [+9781 chars]"
NA,"Wesh.com",NA,"Election Day latest: Man accused of threatening to shoot poll workers in Pennsylvania - WESH Orlando","WESH Orlando Election Day latest: Man accused of threatening to shoot poll workers in Pennsylvania WESH Orlando LATEST: 4:05 p.m. ET. Advertisement. Related Content. Nation's largest voting machine maker embraces paper amid security concerns · Taylor Swift ma…","https://www.wesh.com/article/voters-head-to-the-polls-in-a-crucial-midterm-test-for-trump/24715318","https://kubrick.htvapps.com/htv-prod-media.s3.amazonaws.com/images/ballot-1541505380.jpg?crop=1.00xw:0.951xh;0,0.0495xh&resize=1200:*","2018-11-06T21:27:00Z","LATEST: 8:14 p.m. ET Voting hours have been extended at three polling places in Georgia's Fulton County, home to much of Atlanta. Votes were being counted across half the country Tuesday evening as the energy and outrage of the Democratic resistance faced off… [+10877 chars]"
NA,"Fastcompany.com","Mark Sullivan","Election Day anxiety is a real thing, and here’s why it’s so much worse in 2018","The midterm elections have been described as “the most important election in our lifetime.” No pressure. There was a time when midterm elections were considered “off-years,” and candidates had a hard time even getting people to the polls. Not this year. The 2…","https://www.fastcompany.com/90263612/election-day-anxiety-is-a-real-thing-and-heres-why-its-so-much-worse-in-2018?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcocreate%2Ffeed+%28Co.Create%29","https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2018/11/p-1-voter-anxiety.jpg","2018-11-06T18:40:59Z","There was a time when midterm elections were considered “off-years,” and candidates had a hard time even getting people to the polls. Not this year. The 2018 midterms feel much like a presidential election. And in a way they are: The races are widely seen as … [+1665 chars]"
NA,"Qz.com","Natasha Frost","Fact-checking Trump’s tweets from the lead-up to the midterms","With just hours to go before the midterm elections, US President Donald Trump was tweeting up a storm about some of 2018’s most hotly contested…","https://qz.com/1451420/fact-checking-trumps-tweets-from-the-lead-up-to-the-midterms/","https://cms.qz.com/wp-content/uploads/2018/11/RTX6HJ6G-e1541160802660.jpg?quality=75&strip=all&w=1400","2018-11-06T10:00:05Z","With just hours to go before the midterm elections, US President Donald Trump was tweeting up a storm about some of 2018s most hotly contested races, as well as those the Republican party is most afraid that it may lose. Heres a closer look at some of the iss… [+4105 chars]"
NA,"Qz.com","Dan Kopf","Robert Mercer, Trump’s biggest donor, is at it again in 2018","Hedge fund manager Robert Mercer may be the most influential political donor of the Trump era. Though fellow hedge fund manager Tom Steyer and casino…","https://qz.com/1451236/robert-mercer-trumps-biggest-donor-is-at-it-again-in-2018/","https://cms.qz.com/wp-content/uploads/2017/09/gettyimages-628190604_master-e1509029774271.jpg?quality=75&strip=all&w=1400","2018-11-06T10:20:21Z","Hedge fund manager Robert Mercer may be the most influential political donor of the Trump era. Though fellow hedge fund manager Tom Steyer and casino mogul Sheldon Adelson have given far more money, their investments were not as well targeted. Mercer, whos ne… [+1754 chars]"
"the-washington-post","The Washington Post","Matt O'Brien","Why the economy might not save Trump in the midterms","","https://www.washingtonpost.com/business/2018/11/06/why-economy-might-not-save-trump-midterms/","https://www.washingtonpost.com/resizer/z6J4xiPm4dUgf6SUQJdAku0V3ug=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/Z5C44JXCBMI6RORQU7PNATMPVQ.jpg","2018-11-06T22:18:12Z","Economic growth is at a three-year high, and unemployment is at a 49-year low, so President Trump, of course, is focusing his midterm message on the supposedly apocalyptic dangers emanating from a caravan of migrants 700 miles away. Thats not to say that Trum… [+2504 chars]"
NA,"Fastcompany.com","Ben Paynter","Women powered giving to progressive groups after the 2016 election","A new study finds an enormous gender gap in giving over the last year–especially to progressive causes. Shortly after Donald Trump’s election, women led the charge to protect values that seemed threatened by donating to nonprofits. Turns out, it wasn’t alongs…","https://www.fastcompany.com/90262706/women-powered-giving-to-progressive-groups-after-the-2016-election?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcoexist%2Ffeed+%28Co.Exist%29","https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2018/11/p-1-90262706-no-matter-who-wins-women-will-probably-control-post-midterm-giving.jpg","2018-11-06T17:00:14Z","Shortly after Donald Trump’s election, women led the charge to protect values that seemed threatened by donating to nonprofits. Turns out, it wasn’t alongside men but generally in spite of them. During the week after the election, the top earning cause groups… [+3752 chars]"
NA,"Forbes.com","Erik Sherman, Contributor, Erik Sherman, Contributor https://www.forbes.com/sites/eriksherman/","One Big Election Day Question: How Results Will Affect The Safety Net","A new study reiterates results of previous ones: the effectiveness of the social safety net. With voting on Tuesday, it's time to remember its necessity in the face of tilted economic policies and to see who is planning to gut it.","https://www.forbes.com/sites/eriksherman/2018/11/05/one-big-election-day-question-how-results-will-affect-the-safety-net/","https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fspecials-images.forbesimg.com%2Fdam%2Fimageserve%2F683464496%2F960x0.jpg%3Ffit%3Dscale","2018-11-06T00:12:00Z","Share to facebook Share to twitter Share to linkedin NEW YORK, NY - MAY 15: Felix Robles receives an evening meal at the Food Bank For New York City community kitchen on May 15, 2017 in New York City. Food Bank For New York City feeds an estimated 1.5 million… [+11574 chars]"
NA,"Forbes.com","Matt Rybaltowski, Contributor, Matt Rybaltowski, Contributor https://www.forbes.com/sites/mattrybaltowski/","Arkansas, Louisiana Initiatives Highlight Sports Betting, DFS Measures On Election Day","Less than six months after the Supreme Court struck down a 26-year federal ban on sports gambling, the topic will be a hot-button issue in several states on Election Day. Results from the midterm elections could play a large role in how quickly the legalized …","https://www.forbes.com/sites/mattrybaltowski/2018/11/06/arkansas-louisiana-initiatives-highlight-sports-betting-dfs-measures-on-election-day/","https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fblogs-images.forbes.com%2Fthumbnails%2Fblog_4279%2Fpt_4279_2322_o.jpg%3Ft%3D1541502003","2018-11-06T11:00:00Z","Share to facebook Share to twitter Share to linkedin Arkansas voters will decide on Issue 4, a proposed constitutional amendment, that could pave the way for legalized sports betting across the state. Voters in six states will decide on gambling measures on E… [+10878 chars]"
NA,"Fastcompany.com","Mark Sullivan","Election Day anxiety is a real thing, and here’s why it’s so much worse in 2018","The midterm elections have been described as “the most important election in our lifetime.” No pressure. There was a time when midterm elections were considered “off-years,” and candidates had a hard time even getting people to the polls. Not this year. The 2…","https://www.fastcompany.com/90263612/election-day-anxiety-is-a-real-thing-and-heres-why-its-so-much-worse-in-2018?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcoexist%2Ffeed+%28Co.Exist%29","https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2018/11/p-1-voter-anxiety.jpg","2018-11-06T18:40:59Z","There was a time when midterm elections were considered “off-years,” and candidates had a hard time even getting people to the polls. Not this year. The 2018 midterms feel much like a presidential election. And in a way they are: The races are widely seen as … [+1665 chars]"
"vice-news","Vice News","David Gilbert","Here's what's been happening at the polls on Election Day","Long lines, phantom candidates and Megyn Kelly's still canceled. Here's what you need to know about Election Day 2018.","https://news.vice.com/en_us/article/kzvqqy/heres-whats-been-happening-at-the-polls-on-election-day","https://video-images.vice.com/articles/5be1ca540f03a200064a24d5/lede/1541528806233-GettyImages-1064257840.jpeg?crop=0.8890638325788887xw:1xh;center,center","2018-11-06T18:38:22Z","Polling stations have opened across the country as people vote in an election that Donald Trump has labeled the hottest thing. A record number of early votes, cast before polls even opened on Tuesday morning, indicated a renewed interest in an election that i… [+4821 chars]"
NA,"Qz.com","Annalisa Merelli","The US midterms feature a major standoff between voting machines and the weather","Americans voting in this year’s midterm elections face a range of obstacles, from long lines to concerns over voter suppression. Some US citizens are also…","https://qz.com/1449303/midterms-2018-how-humidity-affects-voting-machines/","https://cms.qz.com/wp-content/uploads/2018/11/AP_18310654220164-e1541536740277.jpg?quality=75&strip=all&w=1400","2018-11-06T22:03:21Z","Americans voting in this years midterm elections face a range of obstacles, from long lines to concerns over voter suppression. Some US citizens are also dealing with more unexpected challenges around exercising their right to votefor instance, the weather. A… [+4446 chars]"
NA,"Snopes.com","Associated Press","Election Pits Trump’s Brute Strength vs Dems’ Resistance","Democrats need to pick up two dozen seats on Tuesday to seize the House majority and two seats to control the Senate.","https://www.snopes.com/ap/2018/11/06/election-pits-trumps-brute-strength-vs-dems-resistance/","https://www.snopes.com/tachyon/2018/11/AP18310608431233.jpg?fit=1024,683","2018-11-06T21:40:43Z","WASHINGTON (AP) The energy and outrage of the Democratic resistance faced off against the brute strength of President Donald Trumps GOP on Tuesday as voters across America decided whether Democrats should control at least one chamber of Congress for the first… [+5798 chars]"
NA,"Forbes.com","Alex Knapp, Forbes Staff, Alex Knapp, Forbes Staff https://www.forbes.com/sites/alexknapp/","Election Day 2018: Tracking Results For The House, Senate And Governor's Mansions","The 2018 midterms promise to be tumultuous, with control of the Senate, the House and 36 governorships on the line. Keep track of the latest results here.","https://www.forbes.com/sites/alexknapp/2018/11/06/election-day-2018-tracking-results-for-the-house-senate-and-governors-mansions/","https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F945410066%2F960x0.jpg","2018-11-06T14:57:48Z","Election day in United States of America with USA flags in background. hand holding envelope above vote ballot. USA flags in background Getty Two year's into the first billionaire President's term, voters will have their first chance to give their evaluation … [+6601 chars]"
"the-new-york-times","The New York Times",NA,"Fox News Personalities Embrace Trump at His Final Rally Before the Election - New York Times","New York Times Fox News Personalities Embrace Trump at His Final Rally Before the Election New York Times Then after Mr. Trump took the microphone, he invited two Fox News personalities, Sean Hannity and Jeanine Pirro, to join him on stage, where each also de…","https://www.nytimes.com/2018/11/06/us/politics/trump-fox-news-hannity.html","https://static01.nyt.com/images/2018/11/07/world/07trumpfox/07trumpfox-facebookJumbo.jpg","2018-11-06T12:10:14Z","Donald Trump doesnt need any of the grief he gets, Mr. Limbaugh said. He doesnt need this. He doesnt need to put up with the abuse. But he does. He does because he sincerely believes Americas heading on the wrong track. The conservative media figures were fea… [+1814 chars]"
NA,"Deadline.com","Lisa de Moraes","NBC News Takes Early Lead In Best-Line-Of-Day Derby During Souped Up Midterm Election Coverage","NBC News has taken the early lead in Best Line Of Midterms Election Night Coverage. During NBC News's super-souped-up coverage, New York Times political pundit Jeremy Peters told news veteran Andrea Mitchell, that Republicans went into the day worried about t…","https://deadline.com/2018/11/nbc-news-donald-trump-best-line-megyn-kelly-midterm-elections-1202496875/","https://pmcdeadline2.files.wordpress.com/2018/11/nbc-news-midterms.jpg?w=605","2018-11-06T18:30:20Z","NBC News has taken the early lead in Best Line Of Midterms Election Night Coverage. During NBC News’s super-souped-up coverage, New York Times political pundit Jeremy Peters told news veteran Andrea Mitchell, that Republicans went into the day worried about t… [+2142 chars]"
"the-new-york-times","The New York Times",NA,"Utah Mayor's Widow Says Election Day Is 'Fitting' for Return of His Remains - New York Times","New York Times Utah Mayor's Widow Says Election Day Is 'Fitting' for Return of His Remains New York Times Maj. Brent Taylor, a beloved Utah mayor and National Guard officer who deployed to Afghanistan in January, had often voiced the hope that “everyone back …","https://www.nytimes.com/2018/11/06/us/utah-mayor-killed-brent-taylor.html","https://static01.nyt.com/images/2018/11/07/us/07UTAH-MAYOR/07UTAH-MAYOR-facebookJumbo.jpg","2018-11-06T19:07:01Z","The couple had seven children: Lincoln, 11, and Alex, 9, who were with their mother in Delaware on Tuesday, and Megan, 13; Jacob 7; Ellie, 5; Jonathan, 2; and Caroline, 11 months. In a letter to Ms. Taylor that was shared on Twitter, an Afghan National Army p… [+1332 chars]"
NA,"Latimes.com","Molly Hennessy-Fiske","A voter's message to Trump: 'All Latinos are not the same'","For Jose Humberto Espejo, this week’s election is about standing up for democratic principles.","http://www.latimes.com/politics/la-na-pol-midterm-election-day-updates-a-voter-s-message-to-trump-all-latinos-1541527716-htmlstory.html","https://www.latimes.com/resizer/-AY7e0yYVzE3ER3Ly3rUOjh6KzA=/1200x0/www.trbimg.com/img-5be1d8ec/turbine/la-lb-media-img_9031-20181106-100945/900","2018-11-06T18:12:00Z","Shivaugn Alves said President Trump wasn’t “the be all, end all” for how she voted this year. But he did play a factor, she said. “I don’t agree with the way our country is headed with the divisiveness,” said the 37-year-old educator in Modesto. “My vote is a… [+446 chars]"
NA,"Seekingalpha.com","Lance Roberts","Technically Speaking: Election Day And What Happens Next","In this past weekend's newsletter, I noted Raymond James' Kevin Giddis' three possible outcomes for the mid-term elections: What could a potential change do for","https://seekingalpha.com/article/4218717-technically-speaking-election-day-happens-next","https://static.seekingalpha.com/uploads/2018/9/25/saupload_Consumer-Confidence-Composite-Index-092418.png","2018-11-06T17:15:46Z","In this past weekend's newsletter, I noted Raymond James' Kevin Giddis' three possible outcomes for the mid-term elections: "" What could a potential change do for bonds and stocks? There are many possible scenarios, so the devil is in the details. I will lay … [+7873 chars]"
NA,"Eonline.com","Melanie Camacho","See How Stars Like Justin Timberlake Rocked the Vote in the 2018 Midterm Elections","Hollywood is exercising its right to vote this Election Day... and showing off their stickers as proof! Justin Timberlake and America Ferrera have joined fellow celebrities such as Jada...","https://www.eonline.com/news/984323/see-how-stars-like-justin-timberlake-rocked-the-vote-in-the-2018-midterm-elections","https://akns-images.eonline.com/eol_images/Entire_Site/2018106/rs_600x600-181106123814-600-jt.cm.11618.jpg?fit=around|600:467&crop=600:467;center,top&output-quality=90","2018-11-06T22:03:41Z",NA
NA,"Latimes.com","Los Angeles Times","Today: Trump’s on the Ballot, Even If He’s Not","The midterm election? Call it the Trumpferendum. TOP STORIES Trump’s on the Ballot, Even If He’s Not Today is election day, and whatever the results may be, the outcome will be seen as a referendum on President Trump. Why? To some extent, midterm elections us…","http://www.latimes.com/newsletters/la-me-todays-headlines-20181106-story.html","https://www.latimes.com/resizer/HWOxrNjzSdsCTQRe-fSYt2dwnDE=/1200x0/arc-anglerfish-arc2-prod-tronc.s3.amazonaws.com/public/7CMLLDLJ5RCWLAOE7VT6HSS5FA.jpg","2018-11-06T13:00:00Z","The midterm election? Call it the Trumpferendum. Trump’s on the Ballot, Even If He’s Not Today is election day, and whatever the results may be, the outcome will be seen as a referendum on President Trump. Why? To some extent, midterm elections usually are a … [+4784 chars]"
NA,"Seekingalpha.com","CME Group","Market Update: Big Week Ahead","By OpenMarkets It’s election week, FOMC week and earnings week. Jack Bouroudjian discusses what to make of it all, and how traders and market watchers can prepa","https://seekingalpha.com/article/4218533-market-update-big-week-ahead","https://static3.seekingalpha.com/assets/og_image_192-59bfd51c9fe6af025b2f9f96c807e46f8e2f06c5ae787b15bf1423e6c676d4db.png","2018-11-06T07:29:57Z","By OpenMarkets Its election week, FOMC week and earnings week. Jack Bouroudjian discusses what to make of it all, and how traders and market watchers can prepare."
NA,"Seekingalpha.com","Marc Chandler","U.S. Goes To The Polls","U.S. dollar is narrowly mixed. The U.S. election outcome may not change the policy mix or take the pressure off China. China has run a cumulative current accoun","https://seekingalpha.com/article/4218598-u-s-goes-polls","https://static.seekingalpha.com/uploads/2018/11/6/saupload_sam.jpg","2018-11-06T13:46:20Z","Source: [public domain] Overview: The US dollar is narrowly mixed against the major currencies Tuesday, largely consolidating its recent losses. Equities are mixed. In Asia, Japan, Australia, and Hong Kong equities gained around 1%, while most other bourses w… [+7873 chars]"
NA,"Deadline.com","Dominic Patten","‘Game Of Thrones’ George R. R. Martin, Lena Dunham & More HBO Stars Urge Voting Today","""Tuesdays are for voting,"" Girls boss Lena Dunham declares in the latest election video from HBO in collaboration with Rock the Vote. (See the video bove) In case you don’t know, today is the day that millions of Americans have an opportunity to conduct their…","https://deadline.com/2018/11/midterms-game-of-thrones-video-george-r-r-martin-lena-dunham-sarah-jessica-parker-1202496614/","https://pmcdeadline2.files.wordpress.com/2018/11/hbo-lena-dunham-vote-2018.jpeg?w=605","2018-11-06T10:00:23Z","“Tuesdays are for voting,” Girls boss Lena Dunham declares in the latest election video from HBO in collaboration with Rock the Vote. (See the video bove) In case you don’t know, today is the day that millions of Americans have an opportunity to conduct their… [+2046 chars]"
NA,"Snopes.com","Associated Press","Trump to Spend Election Day out of Public Eye","He and first lady Melania Trump voted in New York via absentee ballot several weeks ago, the White House said.","https://www.snopes.com/ap/2018/11/06/trump-to-spend-election-day-out-of-public-eye/","https://www.snopes.com/tachyon/2018/11/AP18310189087425.jpg?fit=1024,734","2018-11-06T15:38:52Z","WASHINGTON (AP) President Donald Trump, his shadow hanging over midterm elections that will determine the future of his administration, used his final campaign pitch to ask voters to help preserve fragile GOP victories that could be erased by Democratic gains… [+6595 chars]"
NA,"Crooksandliars.com","Aliza Worthington","U.S. Border Patrols Plans, Then Cancels 'Crowd Control Exercises' In El Paso On Election Day","On the day before Election Day, the U.S. Border Patrol in El Paso, Texas issued a press release announcing that on Election Day, Tuesday, November 6, they would be conducting "" Crowd Control Exercises "" at 10 a.m. When asked about it, they basically said, ""St…","https://crooksandliars.com/2018/11/us-border-patrols-plans-then-cancels-crowd","https://crooksandliars.com/files/mediaposters/2018/11/40603.jpg","2018-11-06T18:03:00Z","On the day before Election Day, the U.S. Border Patrol in El Paso, Texas issued a press release announcing that on Election Day, Tuesday, November 6, they would be conducting "" Crowd Control Exercises "" at 10 a.m. When asked about it, they basically said, ""St… [+1326 chars]"
NA,"People.com","Jen Juneau","Fox News' Bret Baier's Advice for Talking to Kids About the Election Is to 'Stick to Issues'","Bret Baier is ready for Tuesday’s election — and so are his kids! PEOPLE spoke with host of Fox News’ Special Report with Bret Baier about the upcoming midterms as well as how he and his wife Amy talk to their sons Daniel, 8, and Paul, 11, about the importanc…","https://people.com/parents/bret-baier-advice-talking-kids-about-election/","https://peopledotcom.files.wordpress.com/2018/11/bret-baier-2.jpg?crop=0px%2C0px%2C2000px%2C1050px&resize=1200%2C630","2018-11-06T18:20:29Z",NA
NA,"India.com","PTI Feeds","Facebook blocks 30 accounts ahead of US midterm elections: statement - India.com News","U.S. News & World Report Facebook blocks 30 accounts ahead of US midterm elections: statement India.com News San Francisco, Nov 6 (AFP) Facebook said Monday it had blocked some 30 accounts on its platform and 85 accounts on photo-sharing network Instagram ove…","https://www.india.com/news/agencies/facebook-blocks-30-accounts-ahead-of-us-midterm-elections-statement-3417365/","https://s3.india.com/wp-content/uploads/2015/06/indiacom-image-banner_01.jpg","2018-11-06T04:39:08Z","San Francisco, Nov 6 (AFP) Facebook said Monday it had blocked some 30 accounts on its platform and 85 accounts on photo-sharing network Instagram over concerns they may be linked to foreign entities and aimed at interfering in US midterm elections. “On Sunda… [+499 chars]"
NA,"Snopes.com","Associated Press","Georgia Governor’s Race Roiled by Election Security Charges","The bruising race for governor of Georgia has been roiled by unsupported, eleventh-hour allegations from Republican candidate Brian Kemp, who is also the state's chief election official, that Democrats sought to hack the voter registration system.","https://www.snopes.com/ap/2018/11/05/georgia-governors-race-roiled-election-security-charges/","https://us-east-1.tchyn.io/snopes-production/uploads/2018/11/ap_kemp.jpg","2018-11-06T01:49:00Z","ATLANTA (AP) The bruising race for governor of Georgia has been roiled by unsupported, eleventh-hour allegations from Republican candidate Brian Kemp, who is also the states chief election official, that Democrats sought to hack the voter registration system.… [+5434 chars]"
NA,"Infosecurity-magazine.com","Phil Muncaster","National Guard on Standby for Midterm Election Day","National Guard on Standby for Midterm Election Day. Cyber units ready to help in several states","https://www.infosecurity-magazine.com:443/news/national-guard-standby-midterm/","https://assets.infosecurity-magazine.com/webpage/og/335a8b15-3d8e-4677-a4df-c321ad7d4fd1.jpg","2018-11-06T10:28:00Z","Cyber units from the National Guard have been supporting several states in the run up to the mid-term elections and are standing by in the event of any incident today, according to reports. Wisconsin, Washington and Illinois have been confirmed as using the r… [+1701 chars]"
NA,"Propublica.org",NA,"Chicago Election Officials Will Ask to Extend Poll Hours After Late Openings","Several Chicago poll sites didn’t open on time, so election officials are asking a judge to keep them open later. Also, some voters reported not receiving the second page of their ballots.","https://www.propublica.org/article/chicago-election-officials-will-ask-to-extend-poll-hours-after-late-openings","https://assets.propublica.org/2017-pp-open-graph-1200x630.jpg","2018-11-06T21:15:00Z",NA
NA,"Propublica.org",NA,"Glitch in Ohio County Incorrectly Marks Voters as Having Already Cast a Ballot","A computer glitch in Geauga County, Ohio, caused the voter registration check-in systems to incorrectly mark some voters as having already voted by absentee ballot. The county’s election director said no voters were turned away because of the mistake.","https://www.propublica.org/article/glitch-in-ohio-county-incorrectly-marks-voters-as-having-already-cast-a-ballot","https://assets.propublica.org/images/articles/default-social-electionland-1200x630.png?1541538051","2018-11-06T21:00:16Z","A computer glitch in Geauga County, Ohio, caused the voter registration check-in systems to incorrectly mark some voters as having already voted by absentee ballot. The countys election director said no voters were turned away because of the mistake. Read Mor… [+26 chars]"
NA,"Eonline.com","Samantha Schnurr","Jake Gyllenhaal Pops Up in Stephen Colbert's Election Day Christmas Carol Spoof","Stephen Colbert has not missed the big day! In a late-night twist, the Late Show host transformed into an election day version of Ebenezer Scrooge for a Christmas Carol spoof on Monday...","https://www.eonline.com/news/984111/jake-gyllenhaal-pops-up-in-stephen-colbert-s-election-day-christmas-carol-spoof","https://akns-images.eonline.com/eol_images/Entire_Site/2018106/rs_600x600-181106061809-600-Jake-Gyllenhaal2.jpg?fit=around|600:467&crop=600:467;center,top&output-quality=90","2018-11-06T14:19:15Z","Stephen Colbert has not missed the big day! In a late-night twist, the Late Show host transformed into an election day version of Ebenezer Scrooge for a Christmas Carol spoof on Monday night. As the familiar story goes, Scrooge is visited by three ghosts in t… [+365 chars]"
