num,URL,Author,Post,Month,Date,Year,date_code
447,https://bitcointalk.org/index.php?topic=976903.2760,newcoins1978,"Quote from: harizen on December 03, 2015, 06:13:18 PMQuote from: King tyga on December 03, 2015, 05:12:42 PMAs far as i know.signature campaign only pays good.as u also mentioned that.But many say that we can fine income from faucets also.Of course yes you can get an ""income"" from faucets but for little amount only since targeting a big earnings thru faucet only really requires a monstrous focus and time. The effort you will made is really not match with the reward when you received your faucet income.In case of being a faucet owner, also yes but can lead to crash without getting back your initial investment.Faucets earn so less, it's not even worth it. Even if you have plenty of time. For the owner CPC is also every low. The only way is to have decent advertisers pay for promotions.In my view, the faucets are more for fun, not for growing your bitcoins.",12,3,2015,12_3_2015
448,https://bitcointalk.org/index.php?topic=976903.2740,goinmerry,"Quote from: hendra147 on December 03, 2015, 03:17:52 AMtrade your bitcoin and follow some speculation website like newsbtc/the merkle  i get +30% at 3 day it's make so happy at this moment They predict on what will happen on bitcoin? do they get a good percentage on spotting it if it will rise or fall. I wanna try it if it is at least 90% accurate or more. Trading is fun and exciting. But we all want some profit not lose it.",12,3,2015,12_3_2015
449,https://bitcointalk.org/index.php?topic=976903.2760,Zeta0S,"Quote from: michietn94 on December 03, 2015, 02:33:56 AMFor beginner i recommended for faucet because it is free but we can only gain a little or we can play games to gain bitcoin like farmsatoshi or other game..after we got some bitcoin it is better invest it(which i think it is the best method), so its become passive income without you need to touch your computer, or if you feel lucky you can try to gamble itHave you see the game Satoshis Secret?https://www.youtube.com/watch?v=bZ9Wk49jHWY",12,3,2015,12_3_2015
450,https://bitcointalk.org/index.php?topic=976903.2740,Invulner,There is a lot of investment opportunities. Find the best suited to yourself and your risk profile.,12,3,2015,12_3_2015
451,https://bitcointalk.org/index.php?topic=976903.2740,rio3233,"Like people here, they are rent their signature for bitcoin and don't forget you also can rent your avatar and twitter for bitcoin. For me i join signature campaign then i try gambling some for easy bitcoins, but its to risky so play smart.",12,3,2015,12_3_2015
452,https://bitcointalk.org/index.php?topic=976903.2740,goinmerry,"Quote from: rio3233 on December 03, 2015, 03:28:31 AMLike people here, they are rent their signature for bitcoin and don't forget you also can rent your avatar and twitter for bitcoin. For me i join signature campaign then i try gambling some for easy bitcoins, but its to risky so play smart.Gambling. Damn gambling I am not lucky with that. or I am not for that due to my greediness. I would stay with signature campaign and faucets. I will stop gambling from now on. It is really a non stop if I do it again.",12,3,2015,12_3_2015
453,https://bitcointalk.org/index.php?topic=976903.2740,zeraTunerse,"Quote from: rio3233 on December 03, 2015, 03:28:31 AMLike people here, they are rent their signature for bitcoin and don't forget you also can rent your avatar and twitter for bitcoin. For me i join signature campaign then i try gambling some for easy bitcoins, but its to risky so play smart.Gambling is not a way to grow your bitcoins , its a way t entertain yourself , it is legal till you are using it for fun and becomes illegal if you are involved in high money making.US bans much sites which takes huge amounts to bet.Example: williamhills are now banned in US.",12,3,2015,12_3_2015
454,https://bitcointalk.org/index.php?topic=976903.2740,poplolnman,"Quote from: Amph on December 02, 2015, 08:11:25 PMQuote from: kyrios_ on December 02, 2015, 03:56:17 PMQuote from: junglist.massive on December 02, 2015, 02:47:41 PMmy tips so far:1.Make your own faucet and earn by adsense2. invest in dice sites like satoshidice3. btcJAM- lend your bitcoin na %4. signature campaigns on bitcoinforum.or learn how to trade and become wolf of wallstreetis it hard to make a faucetit's not hard, the hardest part is the earning that may result from your faucet, which afaik, is pretty low, you can do better with a rotatoratm managing faucet website is not profitable anymore ( actually yeah it's hard to making money from faucet so i call it not profitable anymore) you will have to spent more satoshi than an income. and rotator would be realistic way to earn some coin, with it you can spread your reff link and earn faster.",12,3,2015,12_3_2015
455,https://bitcointalk.org/index.php?topic=976903.2740,poplolnman,"Quote from: Amph on December 02, 2015, 08:11:25 PMQuote from: kyrios_ on December 02, 2015, 03:56:17 PMQuote from: junglist.massive on December 02, 2015, 02:47:41 PMmy tips so far:1.Make your own faucet and earn by adsense2. invest in dice sites like satoshidice3. btcJAM- lend your bitcoin na %4. signature campaigns on bitcoinforum.or learn how to trade and become wolf of wallstreetis it hard to make a faucetit's not hard, the hardest part is the earning that may result from your faucet, which afaik, is pretty low, you can do better with a rotatoratm managing faucet website is not profitable anymore ( actually yeah it's hard to making money from faucet so i call it not profitable anymore) you will have to spent more satoshi than an income. and rotator would be realistic way to earn some coin, with it you can spread your reff link and earn faster.",12,3,2015,12_3_2015
456,https://bitcointalk.org/index.php?topic=976903.2740,rovufarm1,"Quote from: junglist.massive on December 02, 2015, 02:47:41 PMmy tips so far:1.Make your own faucet and earn by adsense2. invest in dice sites like satoshidice3. btcJAM- lend your bitcoin na %4. signature campaigns on bitcoinforum.or learn how to trade and become wolf of wallstreetI am new to this kind of currency. Thank you for the tips might as well consider it for profit.",12,3,2015,12_3_2015
457,https://bitcointalk.org/index.php?topic=976903.2780,roadbits,"Quote from: ronaldo40 on December 04, 2015, 01:51:07 AMQuote from: bitcoinmar on December 03, 2015, 02:48:36 PMQuote from: goinmerry on December 03, 2015, 09:13:46 AMQuote from: chaser15 on December 03, 2015, 08:16:13 AMQuote from: ronaldo40 on December 03, 2015, 07:17:26 AMtrading and gambling same have high risk. it all depends on your skills, both are the best way in my opinion. but gambling more to luck.Trading is worth to try the risk than gambling. And skills is not the right term for TRADING method. If I have to choose a risky method then I will go to trading. You can learn some trading terms while learning at it. Right. I will also go with trading rather than gambling. Damn gambling took a lot from me. I stopped doing it when I felt I am losing a lot. Never will try that again. The owner will always be the winner.Trading is much better then Gambling I have too much from this as I am in alt coins trading for some time I reach from zero to over 1 bitcoin and still enjoying this just need to go with some stable exchangers do not compare Trading with gambling, of course is different. you could lose your money in an instant in gambling. but trading if you lose, you can still wait for prices back to normal.What you said is true only people don't go for leverage trading. But most of the traders very greedy they want to make more profits so they end up doing leverage trading. If any sudden price drop or rise than most likely trader will lose all his money at one shot something similar losing money in gambling. So it depends on how people trade currencies, if you buy and wait for prices raise than most likely one may not lose all their investments at one go and will have a time to withdraw some of their investments.",12,4,2015,12_4_2015
458,https://bitcointalk.org/index.php?topic=976903.2760,ajun96,"Quote from: junglist.massive on December 02, 2015, 02:47:41 PMmy tips so far:1.Make your own faucet and earn by adsense2. invest in dice sites like satoshidice3. btcJAM- lend your bitcoin na %4. signature campaigns on bitcoinforum.or learn how to trade and become wolf of wallstreetI'm interesting to make faucet site, but im still confusing with ""how to take advantage"" just with ads ?how about my site declined by adsense ?",12,4,2015,12_4_2015
459,https://bitcointalk.org/index.php?topic=976903.2760,ronaldo40,"Quote from: bitcoinmar on December 03, 2015, 02:48:36 PMQuote from: goinmerry on December 03, 2015, 09:13:46 AMQuote from: chaser15 on December 03, 2015, 08:16:13 AMQuote from: ronaldo40 on December 03, 2015, 07:17:26 AMtrading and gambling same have high risk. it all depends on your skills, both are the best way in my opinion. but gambling more to luck.Trading is worth to try the risk than gambling. And skills is not the right term for TRADING method. If I have to choose a risky method then I will go to trading. You can learn some trading terms while learning at it. Right. I will also go with trading rather than gambling. Damn gambling took a lot from me. I stopped doing it when I felt I am losing a lot. Never will try that again. The owner will always be the winner.Trading is much better then Gambling I have too much from this as I am in alt coins trading for some time I reach from zero to over 1 bitcoin and still enjoying this just need to go with some stable exchangers do not compare Trading with gambling, of course is different. you could lose your money in an instant in gambling. but trading if you lose, you can still wait for prices back to normal.",12,4,2015,12_4_2015
460,https://bitcointalk.org/index.php?topic=976903.2760,danherbias07,"Quote from: ronaldo40 on December 04, 2015, 01:51:07 AMQuote from: bitcoinmar on December 03, 2015, 02:48:36 PMQuote from: goinmerry on December 03, 2015, 09:13:46 AMQuote from: chaser15 on December 03, 2015, 08:16:13 AMQuote from: ronaldo40 on December 03, 2015, 07:17:26 AMtrading and gambling same have high risk. it all depends on your skills, both are the best way in my opinion. but gambling more to luck.Trading is worth to try the risk than gambling. And skills is not the right term for TRADING method. If I have to choose a risky method then I will go to trading. You can learn some trading terms while learning at it. Right. I will also go with trading rather than gambling. Damn gambling took a lot from me. I stopped doing it when I felt I am losing a lot. Never will try that again. The owner will always be the winner.Trading is much better then Gambling I have too much from this as I am in alt coins trading for some time I reach from zero to over 1 bitcoin and still enjoying this just need to go with some stable exchangers do not compare Trading with gambling, of course is different. you could lose your money in an instant in gambling. but trading if you lose, you can still wait for prices back to normal.Yeah the losing side is if you just sell early and it goes up and not go back to normal anymore. You will be forced to buy bitcoin with that price",12,4,2015,12_4_2015
461,https://bitcointalk.org/index.php?topic=976903.2760,,,12,4,2015,12_4_2015
462,https://bitcointalk.org/index.php?topic=976903.2800,cluit,"Quote from: Proxiebuier on December 05, 2015, 01:24:12 PMQuote from: USB-S on December 05, 2015, 12:12:28 PMQuote from: Proxiebuier on December 05, 2015, 08:43:16 AMQuote from: Sir_lagsalot on December 05, 2015, 01:54:50 AMYou can buy and sell bitcoin, and ride the price waves. This is quite profitable if you do your research and can think quickly.You can also Gamble which is risky, or invest in ponzis.i do it too, but sometimes you must cutlose, example :buying bitcoin at $330 then sell at $370buying again at $360 then sell at $400 buying again at $390 then sell at $360  this is my experience what if you sell at 400 and it goes to 1k after that?im never sell all of my bitcoin, i save some to hold it until reach $1k so if price hit $1k i will sell my bitcoin from paperwallet   Many people are targeting $1000 for selling their bitcoin hoardings. I predict they will regret for their action once bitcoin test 2k, 3k or 5K prices in next next months. I will hold my bitcoin for my life, spending may start after my retirements.",12,5,2015,12_5_2015
463,https://bitcointalk.org/index.php?topic=976903.2800,adicted,"Quote from: Proxiebuier on December 05, 2015, 08:43:16 AMQuote from: Sir_lagsalot on December 05, 2015, 01:54:50 AMYou can buy and sell bitcoin, and ride the price waves. This is quite profitable if you do your research and can think quickly.You can also Gamble which is risky, or invest in ponzis.i do it too, but sometimes you must cutlose, example :buying bitcoin at $330 then sell at $370buying again at $360 then sell at $400 buying again at $390 then sell at $360  this is my experience Still better than my experience, good thing you've still manage to get profit even you lose on the last one. As a noob trader, I always buy high , sell low. I am always on the wrong path  @sir_lagsalot Never recommend ponzis, yes you can grow bitcoins quick there but losing your coins has a higher chance than gaining profit and also gambling as well (I also invest on ponzis but I don't recommend it  )",12,5,2015,12_5_2015
464,https://bitcointalk.org/index.php?topic=976903.2780,bitbollo,,12,5,2015,12_5_2015
465,https://bitcointalk.org/index.php?topic=976903.2800,kyrios_,"Quote from: Proxiebuier on December 05, 2015, 08:43:16 AMQuote from: Sir_lagsalot on December 05, 2015, 01:54:50 AMYou can buy and sell bitcoin, and ride the price waves. This is quite profitable if you do your research and can think quickly.You can also Gamble which is risky, or invest in ponzis.i do it too, but sometimes you must cutlose, example :buying bitcoin at $330 then sell at $370buying again at $360 then sell at $400 buying again at $390 then sell at $360  this is my experience Still better than my experience, good thing you've still manage to get profit even you lose on the last one. As a noob trader, I always buy high , sell low. I am always on the wrong path  @sir_lagsalot Never recommend ponzis, yes you can grow bitcoins quick there but losing your coins has a higher chance than gaining profit and also gambling as well (I also invest on ponzis but I don't recommend it  )",12,5,2015,12_5_2015
466,https://bitcointalk.org/index.php?topic=976903.2780,Velkro,"Best method for ""growing"" bitcoin? Hold... keep holding in cold storage/paper wallet until its value will grow by its own.",12,5,2015,12_5_2015
467,https://bitcointalk.org/index.php?topic=976903.2800,sakira,"Quote from: harizen on December 05, 2015, 10:17:20 AMQuote from: sakira on December 05, 2015, 09:56:15 AMQuote from: joinal on December 05, 2015, 09:47:29 AMby gambling, i use soccer bettingbad Methods by gambling, This week I always lose. I hope you dont do too much play gambling, it become addicted and will lose all in the endWell sports betting is much better than any house edge gambling type. In this type of gambling you won't reply on luck itself. Analyzation , advices , speculations , fearless forecast etc. are some factors that can be the teammate of your luck. yeah sports betting is my favorit gambling and I am happy to make a parlay, bet a little can get quite a lot, like 0.005 becomes 0.02 - 0.05 or more but this week I'm less fortunate",12,5,2015,12_5_2015
468,https://bitcointalk.org/index.php?topic=976903.2780,Sir_lagsalot,"You can buy and sell bitcoin, and ride the price waves. This is quite profitable if you do your research and can think quickly.You can also Gamble which is risky, or invest in ponzis.",12,5,2015,12_5_2015
469,https://bitcointalk.org/index.php?topic=976903.2800,BigBoy89,"Quote from: jokerboy on December 05, 2015, 03:49:32 PMMining bitcoin, trading btc to altcoin, signature campaigns etc.  There are lots of ways to grow your bitcoin. Yes I agree with you when it comes to increasing Bitcoin you could go with Bitcoin miner which is working with solar power, this will reduce the electricity bill and when it comes to signature campaign be cautious while selecting the signature campaign.",12,5,2015,12_5_2015
470,https://bitcointalk.org/index.php?topic=976903.2780,lindin99,"Growing is a wrong word IMO, becuase bitcoin investment in general is not safe even trading bitcoins with USD and with other crypto's has a big risk of losing, I won't even comment on HYIP and gambling. Faucets and Signature campaign are more of small profit options (even if you get referrals or buy ready accounts).",12,5,2015,12_5_2015
471,https://bitcointalk.org/index.php?topic=976903.2800,knowhow,"Quote from: cluit on December 05, 2015, 02:31:03 PMQuote from: Proxiebuier on December 05, 2015, 01:24:12 PMQuote from: USB-S on December 05, 2015, 12:12:28 PMQuote from: Proxiebuier on December 05, 2015, 08:43:16 AMQuote from: Sir_lagsalot on December 05, 2015, 01:54:50 AMYou can buy and sell bitcoin, and ride the price waves. This is quite profitable if you do your research and can think quickly.You can also Gamble which is risky, or invest in ponzis.i do it too, but sometimes you must cutlose, example :buying bitcoin at $330 then sell at $370buying again at $360 then sell at $400 buying again at $390 then sell at $360  this is my experience what if you sell at 400 and it goes to 1k after that?im never sell all of my bitcoin, i save some to hold it until reach $1k so if price hit $1k i will sell my bitcoin from paperwallet   Many people are targeting $1000 for selling their bitcoin hoardings. I predict they will regret for their action once bitcoin test 2k, 3k or 5K prices in next next months. I will hold my bitcoin for my life, spending may start after my retirements.Those magic value that bringed several new investors and atracted the most miners and make the community boom from one moment to another,they are waiting to get out from bitcoin without loose a penny some had invested again with bitcoin at 200 dollars or 300 and now playing with profit but there are a group that still in loss and waiting to price go up to get out of the nightmare.",12,5,2015,12_5_2015
472,https://bitcointalk.org/index.php?topic=976903.2780,ajun96,"Quote from: Sir_lagsalot on December 05, 2015, 01:54:50 AMYou can buy and sell bitcoin, and ride the price waves. This is quite profitable if you do your research and can think quickly.You can also Gamble which is risky, or invest in ponzis.people will rethink to grow they bitcoin if it have a risk, but if you want to grow quickly, I prefer to gamble,",12,5,2015,12_5_2015
473,https://bitcointalk.org/index.php?topic=976903.2800,GannickusX,"Quote from: USB-S on December 05, 2015, 12:12:28 PMQuote from: Proxiebuier on December 05, 2015, 08:43:16 AMQuote from: Sir_lagsalot on December 05, 2015, 01:54:50 AMYou can buy and sell bitcoin, and ride the price waves. This is quite profitable if you do your research and can think quickly.You can also Gamble which is risky, or invest in ponzis.i do it too, but sometimes you must cutlose, example :buying bitcoin at $330 then sell at $370buying again at $360 then sell at $400 buying again at $390 then sell at $360  this is my experience what if you sell at 400 and it goes to 1k after that?That's why any good trader keeps track of the price every hour, there is no way for bitcoins to go to 1k in 1 hour, if you see the price going up too fast, buy and sell later or just have a buy order ready just in case.",12,5,2015,12_5_2015
474,https://bitcointalk.org/index.php?topic=976903.2780,Amph,"Quote from: Velkro on December 05, 2015, 01:32:48 AMBest method for ""growing"" bitcoin? Hold... keep holding in cold storage/paper wallet until its value will grow by its own.that's not growing your bitcoin, that's is growing the value of them which is differentif you want to simply have more bitcoin, you need to invest or convert a portion of your salary, there is no other wayeither way you need to do something, there is no passive growing like with holding...",12,5,2015,12_5_2015
475,https://bitcointalk.org/index.php?topic=976903.2800,Abiky,"Quote from: BigBoy89 on December 05, 2015, 06:21:01 PMQuote from: jokerboy on December 05, 2015, 03:49:32 PMMining bitcoin, trading btc to altcoin, signature campaigns etc.  There are lots of ways to grow your bitcoin. Yes I agree with you when it comes to increasing Bitcoin you could go with Bitcoin miner which is working with solar power, this will reduce the electricity bill and when it comes to signature campaign be cautious while selecting the signature campaign.I always thought of an Antminer with an integrated solar power or with the ability to use wind power as well. That would be a great an ideal way to make profits as there is no need to pay electricity.  ",12,5,2015,12_5_2015
476,https://bitcointalk.org/index.php?topic=976903.2780,Proxiebuier,"Quote from: Sir_lagsalot on December 05, 2015, 01:54:50 AMYou can buy and sell bitcoin, and ride the price waves. This is quite profitable if you do your research and can think quickly.You can also Gamble which is risky, or invest in ponzis.i do it too, but sometimes you must cutlose, example :buying bitcoin at $330 then sell at $370buying again at $360 then sell at $400 buying again at $390 then sell at $360  this is my experience",12,5,2015,12_5_2015
477,https://bitcointalk.org/index.php?topic=976903.2780,sakira,"Quote from: joinal on December 05, 2015, 09:47:29 AMby gambling, i use soccer bettingbad Methods by gambling, This week I always lose. I hope you dont do too much play gambling, it become addicted and will lose all in the end",12,5,2015,12_5_2015
478,https://bitcointalk.org/index.php?topic=976903.2780,coinplus,"Quote from: sakira on December 05, 2015, 09:56:15 AMQuote from: joinal on December 05, 2015, 09:47:29 AMby gambling, i use soccer bettingbad Methods by gambling, This week I always lose. I hope you dont do too much play gambling, it become addicted and will lose all in the endYes, gambling is not method to make grow our hard earned bitcoins. I never suggest anybody to gamble to grow their bitcoins because in my own experience itself I have lost my bitcoins in gambling for greed of doubling it in over night. So, avoid gambling if you want to grow your bitcoins.",12,5,2015,12_5_2015
479,https://bitcointalk.org/index.php?topic=976903.2780,harizen,"Quote from: sakira on December 05, 2015, 09:56:15 AMQuote from: joinal on December 05, 2015, 09:47:29 AMby gambling, i use soccer bettingbad Methods by gambling, This week I always lose. I hope you dont do too much play gambling, it become addicted and will lose all in the endWell sports betting is much better than any house edge gambling type. In this type of gambling you won't reply on luck itself. Analyzation , advices , speculations , fearless forecast etc. are some factors that can be the teammate of your luck.",12,5,2015,12_5_2015
480,https://bitcointalk.org/index.php?topic=976903.2780,lixer,"Quote from: coinplus on December 05, 2015, 10:15:17 AMQuote from: sakira on December 05, 2015, 09:56:15 AMQuote from: joinal on December 05, 2015, 09:47:29 AMby gambling, i use soccer bettingbad Methods by gambling, This week I always lose. I hope you dont do too much play gambling, it become addicted and will lose all in the endYes, gambling is not method to make grow our hard earned bitcoins. I never suggest anybody to gamble to grow their bitcoins because in my own experience itself I have lost my bitcoins in gambling for greed of doubling it in over night. So, avoid gambling if you want to grow your bitcoins.Yes Gambling is not a way to make grow our bitcoins.Lending out or investing in cloud mining or starting bitcoin faucet or bitcoin related service are the ways of making our bitcoin grow over time.",12,5,2015,12_5_2015
481,https://bitcointalk.org/index.php?topic=976903.2780,Scream,"Quote from: joinal on December 05, 2015, 09:47:29 AMby gambling, i use soccer bettingit's good method to waste your money  gambling is like a drug, when you start gamble your money, you will not be aware of until all your money runs out",12,5,2015,12_5_2015
482,https://bitcointalk.org/index.php?topic=976903.2780,yoona,"Quote from: Scream on December 05, 2015, 11:16:01 AMQuote from: joinal on December 05, 2015, 09:47:29 AMby gambling, i use soccer bettingit's good method to waste your money  gambling is like a drug, when you start gamble your money, you will not be aware of until all your money runs outHave you imagine by doing gamble you already cut throat. Why? Lets say you won big in same time 3 others lost. It because of your big winning the others lost big . Bad idea to grow your bitcoin.",12,5,2015,12_5_2015
483,https://bitcointalk.org/index.php?topic=976903.2780,bitbollo,"Quote from: harizen on December 05, 2015, 10:17:20 AMQuote from: sakira on December 05, 2015, 09:56:15 AMQuote from: joinal on December 05, 2015, 09:47:29 AMby gambling, i use soccer bettingbad Methods by gambling, This week I always lose. I hope you dont do too much play gambling, it become addicted and will lose all in the endWell sports betting is much better than any house edge gambling type. In this type of gambling you won't reply on luck itself. Analyzation , advices , speculations , fearless forecast etc. are some factors that can be the teammate of your luck. absolutely true, because a crypto or a hyip site in the vast majority of case have a scam behaviour from the begin.no one create a project to ""others"" but only for personal purpose.when you make a bet, in opposite, you can trust that depends only in your ability and not in team behaviour, otherwise it's there is a rigged match it's different but they are a minority (less 1%) of all match.",12,5,2015,12_5_2015
484,https://bitcointalk.org/index.php?topic=976903.2780,USB-S,"Quote from: Proxiebuier on December 05, 2015, 08:43:16 AMQuote from: Sir_lagsalot on December 05, 2015, 01:54:50 AMYou can buy and sell bitcoin, and ride the price waves. This is quite profitable if you do your research and can think quickly.You can also Gamble which is risky, or invest in ponzis.i do it too, but sometimes you must cutlose, example :buying bitcoin at $330 then sell at $370buying again at $360 then sell at $400 buying again at $390 then sell at $360  this is my experience what if you sell at 400 and it goes to 1k after that?",12,5,2015,12_5_2015
485,https://bitcointalk.org/index.php?topic=976903.2780,USB-S,"Quote from: Proxiebuier on December 05, 2015, 08:43:16 AMQuote from: Sir_lagsalot on December 05, 2015, 01:54:50 AMYou can buy and sell bitcoin, and ride the price waves. This is quite profitable if you do your research and can think quickly.You can also Gamble which is risky, or invest in ponzis.i do it too, but sometimes you must cutlose, example :buying bitcoin at $330 then sell at $370buying again at $360 then sell at $400 buying again at $390 then sell at $360  this is my experience what if you sell at 400 and it goes to 1k after that?",12,5,2015,12_5_2015
486,https://bitcointalk.org/index.php?topic=976903.2780,Vygnite,"Quote from: harizen on December 05, 2015, 10:17:20 AMQuote from: sakira on December 05, 2015, 09:56:15 AMQuote from: joinal on December 05, 2015, 09:47:29 AMby gambling, i use soccer bettingbad Methods by gambling, This week I always lose. I hope you dont do too much play gambling, it become addicted and will lose all in the endWell sports betting is much better than any house edge gambling type. In this type of gambling you won't reply on luck itself. Analyzation , advices , speculations , fearless forecast etc. are some factors that can be the teammate of your luck. Can't agree more. This is why i prefer sports betting than gambling on online casino games, there are other things than luck itself that affects your winning.",12,5,2015,12_5_2015
487,https://bitcointalk.org/index.php?topic=976903.2780,Proxiebuier,"Quote from: USB-S on December 05, 2015, 12:12:28 PMQuote from: Proxiebuier on December 05, 2015, 08:43:16 AMQuote from: Sir_lagsalot on December 05, 2015, 01:54:50 AMYou can buy and sell bitcoin, and ride the price waves. This is quite profitable if you do your research and can think quickly.You can also Gamble which is risky, or invest in ponzis.i do it too, but sometimes you must cutlose, example :buying bitcoin at $330 then sell at $370buying again at $360 then sell at $400 buying again at $390 then sell at $360  this is my experience what if you sell at 400 and it goes to 1k after that?im never sell all of my bitcoin, i save some to hold it until reach $1k so if price hit $1k i will sell my bitcoin from paperwallet ",12,5,2015,12_5_2015
488,https://bitcointalk.org/index.php?topic=976903.2820,FerrariF50,"Quote from: ajun96 on December 06, 2015, 06:06:45 AMQuote from: kyrios_ on December 05, 2015, 04:40:12 PMQuote from: BellaBitBit on December 05, 2015, 04:28:39 PMdefinitely no gambling, too easy to lose.  Perhaps more conservative routes like faucets, simply purchasing, holding, or investing.holding is definitely not growing your bitcoins. Anyway, try saving wallets like haobtc or Magnr. Theres a new one coming up which I cant remember the name off my head, it was featured in some crypto news site sorry sir, i think holding is also growing your bitcoin, we can say it longterm investment, im holding my bitcoin to paper wallet, and i sure it will growing in futureWhat i mean is that in terms of usd value, yes your wealth has increased. But in terms of bitcoin value, there is no change if you just leave it in a cold wallet",12,6,2015,12_6_2015
489,https://bitcointalk.org/index.php?topic=976903.2840,Amph,"Quote from: nhando on December 06, 2015, 06:25:33 PMWhat gambiling site for bitcoin do you guys recommend?  I might take a chance todayhttp://www.betcoinsports.com/#/home and jetwin",12,6,2015,12_6_2015
490,https://bitcointalk.org/index.php?topic=976903.2820,WizKhalifa,"If you have a lot of time in your hands just by searching on the market place people are buy all this created accounts from different services that might be block in international countries or outside the use, thats always something you could make money on if you have some free time.",12,6,2015,12_6_2015
491,https://bitcointalk.org/index.php?topic=976903.2820,FerrariF50,"If you have a lot of time in your hands just by searching on the market place people are buy all this created accounts from different services that might be block in international countries or outside the use, thats always something you could make money on if you have some free time.",12,6,2015,12_6_2015
492,https://bitcointalk.org/index.php?topic=976903.2840,yoona,,12,6,2015,12_6_2015
493,https://bitcointalk.org/index.php?topic=976903.2820,Amph,"Quote from: winspiral on December 06, 2015, 12:34:10 PMdo not put all eggs in the same basket.if all ""basket"" are bad and you are limited and have only one option, it's better to put everything there or put a % of what you have therethere is no reason to diversificate too much, it's very hard to follow multiple investment, and there is the risk to lose more",12,6,2015,12_6_2015
494,https://bitcointalk.org/index.php?topic=976903.2840,Amph,"Quote from: yoona on December 06, 2015, 08:10:30 PMQuote from: Amph on December 06, 2015, 07:41:32 PMQuote from: nhando on December 06, 2015, 06:25:33 PMWhat gambiling site for bitcoin do you guys recommend?  I might take a chance todayhttp://www.betcoinsports.com/#/home and jetwingoodluck but remember gamble is not a right way to grow your bitcoin. it's just an alternate to get money faster without we consider the chance of lost. do gamble once a week is a wise way i guess and dont be greedy.to be honest i hate to gamble , but love to win it.those are spot betting, the chances of losing something is vastly inferior to pure dice game, because you can simply bet on the favorite of the match, simply speaking the one were the odds are not against",12,6,2015,12_6_2015
495,https://bitcointalk.org/index.php?topic=976903.2820,Hellacopter,"Selling goods and services for Bitcoin still , in my opinion, the best method of growing our Bitcoins.There is , no doubt, other working methods like trading or gambling, but it's depending in luck and experience or strategy",12,6,2015,12_6_2015
496,https://bitcointalk.org/index.php?topic=976903.2840,adicted,"Quote from: Miiike on December 06, 2015, 04:27:11 PMQuote from: danherbias07 on December 06, 2015, 04:04:38 PMQuote from: winspiral on December 06, 2015, 12:34:10 PMdo not put all eggs in the same basket.I have read this one somewhere in a different thread and it is really true. If you put it all in one basket you might lose it all with just a blink of an eye.Does this also apply on wallet? I mean, is it better to split our btc into different wallets instead of using one main wallet which collect all the money we have?It depends on the wallet. If you are using web based wallet, that can be applied as we all know your coins on a web based wallet was not that safe, therefore you can divide your bitcoins and put it into your desired different wallet. But if you store your btc on a paper wallet, I think it is safe to ""put all your eggs on that basket""",12,6,2015,12_6_2015
497,https://bitcointalk.org/index.php?topic=976903.2820,FerrariF50,"Quote from: Amph on December 06, 2015, 02:31:40 PMQuote from: winspiral on December 06, 2015, 12:34:10 PMdo not put all eggs in the same basket.if all ""basket"" are bad and you are limited and have only one option, it's better to put everything there or put a % of what you have therethere is no reason to diversificate too much, it's very hard to follow multiple investment, and there is the risk to lose moreDoes 3 investments sound good? Diversify your wealth into thirds",12,6,2015,12_6_2015
498,https://bitcointalk.org/index.php?topic=976903.2840,adicted,"Quote from: nhando on December 06, 2015, 06:25:33 PMWhat gambiling site for bitcoin do you guys recommend?  I might take a chance todayOf course it will be obvious that I'm gonna recommend luckybtccasino (just click my signature) 'cause I am promoting it through my signature. But it is really great to play with luckybtccasino, it has good games and promotions that you will definitely love. I bid you good luck on gambling",12,6,2015,12_6_2015
499,https://bitcointalk.org/index.php?topic=976903.2820,darkstarzz69,I have been resorting to faucets and most recently selling to family and friends at a higher price some online accounts I purchased here. It helps if they aren't technology inclined.,12,6,2015,12_6_2015
500,https://bitcointalk.org/index.php?topic=976903.2840,yoona,"Quote from: Amph on December 06, 2015, 08:26:00 PMQuote from: yoona on December 06, 2015, 08:10:30 PMQuote from: Amph on December 06, 2015, 07:41:32 PMQuote from: nhando on December 06, 2015, 06:25:33 PMWhat gambiling site for bitcoin do you guys recommend?  I might take a chance todayhttp://www.betcoinsports.com/#/home and jetwingoodluck but remember gamble is not a right way to grow your bitcoin. it's just an alternate to get money faster without we consider the chance of lost. do gamble once a week is a wise way i guess and dont be greedy.to be honest i hate to gamble , but love to win it.those are spot betting, the chances of losing something is vastly inferior to pure dice game, because you can simply bet on the favorite of the match, simply speaking the one were the odds ar enot againstit's the same for me, sportsbetting or casino still a game of two side, one guy won and another guy lost. it's like a circle, you will always in same situation when you gamble.feel not satisfied, do it again, still not satisfied do it again. you know that the reason i said gamble is not a right way to grow your money.",12,6,2015,12_6_2015
501,https://bitcointalk.org/index.php?topic=976903.2820,crazyivan,"Quote from: darkstarzz69 on December 06, 2015, 03:30:59 PMI have been resorting to faucets and most recently selling to family and friends at a higher price some online accounts I purchased here. It helps if they aren't technology inclined.I really do not understand how people can make anything on faucets. Unless you re heavily relying on referrals. Single use of faucets can bring you 10 cents per day, useless.",12,6,2015,12_6_2015
